timestamp,cpu_percent,memory_percent,num_processes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
2026-03-19T18:42:50.699969,1.2,33.7,64,931346432,649523200,85816095,154255204
2026-03-19T18:42:55.705918,1.4,33.8,64,931346432,649539584,85819744,154258853
2026-03-19T18:43:00.710706,1.1,33.7,64,931346432,649555968,85824326,154263859
2026-03-19T18:43:05.715930,13.5,33.7,64,931346432,649748480,85832161,154272118
2026-03-19T18:43:10.720795,1.7,33.7,64,931346432,649777152,85836493,154276450
2026-03-19T18:43:15.726841,1.5,33.7,64,931346432,649777152,85840273,154280230
2026-03-19T18:43:19.639240,1.7,33.7,64,931346432,649895936,85844945,154284902
2026-03-19T18:43:24.670581,4.2,33.7,64,931346432,649945088,85849319,154289276
2026-03-19T18:43:29.680251,2.0,33.7,64,931346432,649961472,85853218,154293175
2026-03-19T18:43:34.709961,1.7,33.7,64,931346432,649981952,85858219,154298176
2026-03-19T18:43:39.716737,2.1,33.7,64,931346432,650067968,85861633,154301590
2026-03-19T18:43:44.722856,1.2,33.7,64,931346432,650088448,85865099,154305056
2026-03-19T18:43:48.708452,1.9,33.7,64,931346432,650117120,85868655,154308612
2026-03-19T18:43:53.717906,2.2,33.7,64,931346432,650149888,85872163,154312120
2026-03-19T18:43:58.722933,1.7,33.7,67,931346432,650166272,85876660,154316617
2026-03-19T18:44:03.727256,9.3,34.6,67,931346432,650207232,85881410,154321367
2026-03-19T18:44:08.734672,6.5,33.8,64,931346432,650346496,85886933,154326890
2026-03-19T18:44:13.742265,2.2,33.8,64,931346432,650571776,85890470,154330427
2026-03-19T18:44:18.747774,0.8,33.8,64,931346432,650612736,85894634,154334501
2026-03-19T18:44:22.734694,1.2,33.8,64,931346432,650698752,85898467,154338424
2026-03-19T18:44:27.742606,1.2,33.8,64,931346432,650723328,85902422,154342379
2026-03-19T18:44:32.753855,1.1,33.8,64,931346432,650752000,85907179,154347136
2026-03-19T18:44:37.761471,1.1,33.8,64,931346432,650776576,85912199,154352156
2026-03-19T18:44:42.768976,1.0,33.8,64,931346432,650801152,85916404,154356361
2026-03-19T18:44:47.780720,1.2,33.8,64,931346432,650903552,85921109,154361066
2026-03-19T18:44:51.752249,1.4,33.8,64,931346432,650928128,85925904,154365861
2026-03-19T18:44:56.758325,1.2,33.8,64,931346432,650960896,85929841,154369798
2026-03-19T18:45:01.769156,3.9,34.1,67,931346432,650977280,85933621,154374214
2026-03-19T18:45:06.780191,14.0,33.8,64,931346432,651132928,85944307,154385112
2026-03-19T18:45:11.791996,1.4,33.8,64,931346432,651194368,85948710,154389515
2026-03-19T18:45:16.800284,1.1,33.8,64,931346432,651210752,85952864,154393669
2026-03-19T18:45:20.818279,0.9,33.8,64,931346432,651460608,85960151,154403019
2026-03-19T18:45:25.823854,1.2,33.8,64,931346432,651497472,85963607,154406475
2026-03-19T18:45:30.835976,1.1,33.8,64,931346432,651513856,85967073,154409941
2026-03-19T18:45:35.839911,1.3,33.8,64,931346432,651534336,85971260,154414128
2026-03-19T18:45:40.854133,0.9,33.8,64,931346432,651550720,85975159,154418027
2026-03-19T18:45:45.862783,0.7,33.8,64,931346432,651579392,85979189,154422057
2026-03-19T18:45:50.868679,1.0,33.8,64,931346432,651595776,85983234,154426102
2026-03-19T18:45:54.797039,1.2,33.8,64,931346432,651694080,85987406,154430274
2026-03-19T18:45:59.800517,1.2,33.8,64,931346432,651739136,85991187,154434055
2026-03-19T18:46:04.808053,9.8,33.8,64,931346432,651862016,85997859,154440727
2026-03-19T18:46:09.813696,1.1,33.8,64,931346432,651919360,86001273,154444141
2026-03-19T18:46:14.825462,1.2,33.8,64,931346432,651935744,86004739,154447607
